lgeo,count,z,lat,lon,atcl_no,atcl_url,atcl_price,atcl_cost,atcl_description,atcl_location
212032323,61,13,37.4899762,126.98442384,2510259532,https://fin.land.naver.com/articles/2510259532,"1억 5,000",15만원," ※ 본 물건은 `최고 부동산 중개` 전속으로 관리하고 있습니다. 
▶매너중개◀ 부탁드리며 공동중개 환영합니다.

※ 물건지 부동산 : 최고 부동산 중개

▶▶▶매물번호 : 202537◀◀◀

※ 유튜브 : 부동산의 모든 정보 함께 소통하는 자리
※ 블로그 : 

■ 최고 부동산 중개사무소는 ■

① 저희 최고 공인은 다수의 물건 등록보다 한 개의 물건이라도 도움 되는 정보를 고집합니다.
★전용 홈페이지, 블로그, 유튜브 운영★
② 15년 이상의 중개 노하우 및 임대인과의 친분을 바탕으로 최고의 조건으로 보답합니다.
③ 한번의 인연을 소중하게 생각하여 함께 나아갈 수 있는 동반자로 남겠습니다.
④ 네이버 부동산 통합 관리 중으로 모든 물건 문의 가능합니다. ★특별 혜택★


▷▷물건 상세 내역◁◁

★ 임대평수/전용평수 : 26.12m2
★ 해당층/총층 : 2층 / 6층
★ 거 래 금 액 : 보증금 1억원 / 월세 20만원 / 관리비  정액 15만원(전기,가스,수도,관리비 등 포함)
★ 냉. 난 방 : 개별 냉. 난방기 설치됨.
★ 화 장 실 : 1개.
★ 엘리베이터 : 무.
★ 교 통 : 이수역 도보 약 6분.
★ 주 차 : 총 6대 (유료주차가능)
★ 입 주 : 2025년 4월 27일 (협의가능)
★ 특 이 사 항 : 관리 상태 최상, 가성비 최고.

▣ 홈페이지, 블로그, 유튜브 운영 부동산 ▣ ",https://m.land.naver.com/near/article/2510259532
212032323,61,13,37.4899762,126.98442384,2509794459,https://fin.land.naver.com/articles/2509794459,"9,000",5만원,"◆ 매물 상세 설명 ◆

▷ 보증금/관리비: 9천만원/5만원
▷ 교통: 4/7호선 이수역 
▷ 실사용면적: 9평
▷ 구조: 1룸/1욕
▷ 해당층/총층수: 지하층/ 4층
▷ 승강기: 없음
▷ 주차: 가능(2만원)
▷ 입주: 즉시입주 협의입주
▶ 특징: 내부깔끔 주차가능 이수역이용편리
========================================
◇ 24시간 언제나 친절한 상담 해드립니다.
◇ 원하시는 물건 찾을 때까지 1:1 전담 서비스
◇ 본 물건 외 다양한 매물 준비 되어 있습니다
========================================

◆ 부동산 오시는길 ◆

 이수역 2번출구앞 국민은행과 동해물약국 골목으로 100m 
 서울시 서초구 방배4동 1427 1층(사무실 앞에 주차됨)",https://m.land.naver.com/near/article/2509794459
212032323,61,13,37.4899762,126.98442384,2509989134,https://fin.land.naver.com/articles/2509989134,"2억 9,000",5만원,"━━━━━━━━━━━━━━━━━━
       

      ▣      매물 설명      ▣

▶ 대출가능, 융자없어 안전한 집
▶ 서문여중고, 상문 서울고 등 명문 학군지
▶ 현 임차인 이사 후 도배 싱크대 등 수리예정
▶ 이수역 도보 7분
▶ 남성사계시장, 영화관, 대형서점 등 편의시설 다수
▶ 시세 대비 저렴한 역세권 쓰리룸


▣▣ 담당공인중개사 : 010-4339-5050



━━━━━━━━━━━━━━━━━━",https://m.land.naver.com/near/article/2509989134
212032323,61,13,37.4899762,126.98442384,2509620324,https://fin.land.naver.com/articles/2509620324,"1억 2,000",3만원,"✅물건 정보↓↓↓↓↓ / 매물번호↑↑↑↑↑

🔹금액 : 보증금 1억 2,000만원
🔹관리비 : 현재 3만원
🔹입주시기 : 즉시 입주 가능
🔹면적 : 약 10평
🔹주차 : 불가능
🔹해당층 : 4층 / 총 5층
🔹엘리베이터 : 무

🔹건축물대장상 근린생활시설로 대출/보증보험 불가합니다.
🔹전세권설정 가능합니다.
🔹에어컨, 가스렌지 옵션
🔹도배 교체 완료

✅보증금/월차임 등 조건협의 최대한 노력하겠습니다.

〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓

✅방배동에서 15년째 영업 중인 미소부동산입니다.
✅010-9925-3607 [소속공인중개사 김민성 실장]
✅언제든지 편하게 연락주세요. 고맙습니다 ^^",https://m.land.naver.com/near/article/2509620324
212032323,61,13,37.4899762,126.98442384,2509608026,https://fin.land.naver.com/articles/2509608026,"2억 6,000",0원,"◆◇◆◇◆ 아이엠 공인중개사사무소 ◆◇◆◇◆
 

♣ 매물특징 ♣

 - 내방역 도보 5분거리에 위치
 - 방3 / 욕실1 / 주방
 - 내부 깨끗
 - 대출 가능(보증보험가입 원할경우 2억1천-25로 전환가능 / 반전세 가능)
 - 관리비 無
 - 빠른입주 환영

♣ 중개사 메모 ♣

 - 원하시는 가격대,위치 알려주시면 최선을 다해 연결해드리겠습니다.
 - 여성 중개사의 세심함과 꼼꼼함으로 계약부터 입주까지 신경쓰겠습니다.
 - 주저말고 편하게 연락주세요~^^*
 
   ☎  02-6242-0303
   ☎  010-9272-4494",https://m.land.naver.com/near/article/2509608026
212032323,61,13,37.4899762,126.98442384,2509580749,https://fin.land.naver.com/articles/2509580749,"2억 8,200","7만 5,000원","** 방배동 럭셔리 오피스텔 ** 
보증보험100%가능 반포스테이2차 럭셔리 오피스텔 원룸원거실 전세

28200 / 55000
반포스테이2차 원룸원거실 반전세
경비실
서래마을
카페거리
한강시민공원 

9호선/4호선 구반포역 동작역 도보 5분-10분거리 
도보로 한강시민공원인접  - 반포 잠원지구-

방배동 교차로 대로와 카페 거리 바로 초입
길건너편 서래마을과 한강이 있어 주변 산책로 

일반 오피스텔과 달리 차별화된 고급 명품 가전 가구 
천장형 에어컨 거실/방 
독일 가전 밀레 건조기 세탁기 

여러 방송에 나옴
거실 맞벽구조 

전입가능
HF대출가능
세입자 만기 4월20일 /협의입주

[ 담당 공인중개사 010-4885-5240 ]
",https://m.land.naver.com/near/article/2509580749
212032323,61,13,37.4899762,126.98442384,2509435786,https://fin.land.naver.com/articles/2509435786,"2억 9,000",7만원,"◆ 매물 상세 설명 ◆

▷ 보증금/관리비: 2억9천/7만
▷ 교통: 7호선 이수역
▷ 실사용면적: 14평
▷ 구조: 2룸/욕1
▷ 해당층/총층수: 3층/ 5층
▷ 승강기: 없음
▷ 주차: 가능
▷ 입주: 4월2일 협의입주
▶ 특징: 풀옵션(에어컨2대, 냉장고, 세탁기,가스렌지등) 주차가능 대출가능 보증보험가능
========================================
◇ 24시간 언제나 친절한 상담 해드립니다.
◇ 원하시는 물건 찾을 때까지 1:1 전담 서비스
◇ 본 물건 외 다양한 매물 준비 되어 있습니다
========================================

◆ 부동산 오시는길 ◆에

 이수역 2번출구앞 국민은행과 동해물약국 골목으로 100m 
 서울시 서초구 방배4동 1427 1층(사무실 앞에 주차됨)",https://m.land.naver.com/near/article/2509435786
212032323,61,13,37.4899762,126.98442384,2509437256,https://fin.land.naver.com/articles/2509437256,"2억 9,000",7만원,"〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓
방배동 매물 다량 보유한 한경부동산입니다.
문의주시면 모든 상담 친절하게 해드립니다^^
〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓


※ 매물 상세정보 ※ HSJ

▣ 전세가격 : 2억 9천만원
-관리비 : 7만원 (인터넷포함)

▣ 매물 특징
- 방 2개, 화장실 1개
- 무료주차1대 
- 13년식 준공으로 인테리어 깔끔함
- 사이즈 및 구조 잘빠짐
- 엘리베이터 없음
- 풀옵션 : 에어컨, 세탁기, 가스레인지
- 전세대출, 보증보험 가능한 다세대

▣ 교통 및 인프라
- 내방역 도보 6분거리에 위치
- 버스정류장 도보 3분거리에 다수
- 쾌적하고 조용한 주택가위치
- 주변 편의시설 잘되어있어 생활 인프라 좋음

＃ 위 물건외에도 원하시는 조건 말씀해주시면 최대한 맞춰 찾아드리겠습니다.
＃ 진심을 다해 세심하고 꼼꼼하게 도와드리겠습니다.


▣ 부동산 오시는길 ▣ 
- 방배동 916-29번지 1층 한경부동산
- 방배역 3번출구 도보3분 (건물 주차가능)",https://m.land.naver.com/near/article/2509437256
212032323,61,13,37.4899762,126.98442384,2509329340,https://fin.land.naver.com/articles/2509329340,"2억 9,000",7만원,"◈◈ 매물 상세정보 ◈◈

【 교   통 】 7호선 내방역
【 층   수 】 2층
【 승강기 】 무
【 주   차 】 가능
【 관리비 】 7만원
【 입   주 】 협의입주
【 전세대츨 】 가능
【 보증보험 】 가능

▶▶ 부동산 오시는길 ◀◀

【 내방역 8번출구 도보 1분 매경부동산중개법인】
【 서울시 서초구 방배동 876-24 1층 주차가능 】

◆ ◆담당자 직통 010-8998-6424 ◆ ◆
◆ ◆담당자 직통 010-8998-6424 ◆ ◆

◇ 24시간 언제나 친절한 상담 해드립니다.
◇ 원하시는 물건 찾을 때까지 1:1 전담 서비스
◇ 방배동.사당동,반포동,서초동 내 부동산전문
◇ 계약서/등기사항 꼼꼼히 설명 드립니다
◇ 본 물건 외 다양한 매물 준비 되어 있습니다
==================================
※ 엄선된 매물,확실한 권리분석으로 신뢰감있는
   매경부동산의 모습을 보여드리겠습니다~

◆ ◆담당자 직통 010-8998-6424 ◆ ◆
◆ ◆담당자 직통 010-8998-6424 ◆ ◆",https://m.land.naver.com/near/article/2509329340
212032323,61,13,37.4899762,126.98442384,2508890280,https://fin.land.naver.com/articles/2508890280,"2억 9,000","7만 5,000원","■ 반포스테이3차 분리형원룸 전세입니다.


▶ 입지
- 지하철9호선 구반포역 도보 5분
- 이수교차로(올림픽대로,강변북로), 서리풀터널(강남진출입) 이용 편리
- 방배동 카페골목 슬세권
- 반포천, 반포종합운동장, 한강시민공원 등 쾌적한 환경
- 명품 학군(서래초, 세화여중고 등)
- 조용하고 안전한 주택가에 위치

▶ 특장점
- 신축급 세련된 내외관
- 1룸, 1거실(맞벽), 주방, 욕실의 실용적인 구조
- 냉장고, 세탁기, 건조기, 인덕션, 천정형시스템에어컨, 붙박이장 등 풀옵션
- 편리한 주차, CCTV, 엘리베이터, 철저한 보안




본 매물 이외에도 다양한 매물이 있으니 언제든 편하게 연락주세요~!",https://m.land.naver.com/near/article/2508890280
212032323,61,13,37.4899762,126.98442384,2509131003,https://fin.land.naver.com/articles/2509131003,"2억 9,000",4만원,"◐ 굿모닝부동산 010-2898-5650 ◑
◐ 굿모닝부동산 010-2898-5650 ◑

◈ 주방 싱크대 교체 및 전체 도배 진행 예정
◈ 이수역 4호선 7호선 더블역세권 도보 7분 이내
◈ 서문여중고 정문 인근 단지
◈ 명문학군 : 방배초, 방배중, 서문여중, 서문여고, 세화고, 세화여고, 서울고, 상문고, 동덕여고 학군
◈ 서리풀터널 개통으로 강남 진출 용이
◈ 대형 전통시장인 남성사계절시장 도보 10분 거리 위치

★ 실매물이며, 문의주시면 친절한 상담과 현장 안내해 드리겠습니다.
★ 투자상담/친절상담/책임중개를 통해 진솔함과 정직함으로 고객님과 소중한 인연을 만들겠습니다.

▶굿모닝공인중개사사무소
  ☎ 대표전화  02-534-4321 // 010-2898-5650",https://m.land.naver.com/near/article/2509131003
212032323,61,13,37.4899762,126.98442384,2508940702,https://fin.land.naver.com/articles/2508940702,"2억 3,500",5만원,"◆ 매물 상세 설명 ◆

▷ 보증금/관리비: 23,500만원/5만원(공용 일반관리비)
▷ 교통: 4/7호선 이수역 
▷ 실사용면적: 12평
▷ 구조: 2룸/1욕
▷ 해당층/총층수: 2층/ 3층
▷ 승강기: 없음
▷ 주차: 가능
▷ 입주: 4월9일 협의입주
▶ 특징: 주변시세대비저렴 주차가능 방2개 사이즈 모두넓음 보증보험가능
========================================
◇ 24시간 언제나 친절한 상담 해드립니다.
◇ 원하시는 물건 찾을 때까지 1:1 전담 서비스
◇ 본 물건 외 다양한 매물 준비 되어 있습니다
========================================

◆ 부동산 오시는길 ◆

 이수역 2번출구앞 국민은행과 동해물약국 골목으로 100m 
 서울시 서초구 방배4동 1427 1층(사무실 앞에 주차됨)",https://m.land.naver.com/near/article/2508940702
212032323,61,13,37.4899762,126.98442384,2508948132,https://fin.land.naver.com/articles/2508948132,"2억 9,000","3만 5,000원","〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓
방배동 매물 다량 보유한 한경부동산입니다.
문의주시면 모든 상담 친절하게 해드립니다^^
〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓


※ 매물 상세정보 ※ HSJ

▣ 전세 가격 : 2억 9천만원
 (現 세입자 24년입주로 매매승계 갭투자만 가능 &gt;&gt; 갭 1억6500)

▣ 매물 특징
- 방 2개, 화장실 1개 , 큰 베란다있음
- 무료주차1대 
- 사이즈 및 구조 잘빠짐
- 엘리베이터 없음
- 구옥 다가구 건물이나 관리잘되어있음

▣ 교통 및 인프라
- 내방역 도보 6분거리에 위치
- 버스정류장 도보 2-3분거리에 다수
- 쾌적하고 조용한 주택가위치
- 방배초, 이수/방배중 ,서문여중,서문여고,서울고 명문학군 배정
- 주변 편의시설 잘되어있어 생활 인프라 좋음

＃ 위 물건외에도 원하시는 조건 말씀해주시면 최대한 맞춰 찾아드리겠습니다.
＃ 진심을 다해 세심하고 꼼꼼하게 도와드리겠습니다.


▣ 부동산 오시는길 ▣ 
- 방배동 916-29번지 1층 한경부동산
- 방배역 3번출구 도보3분 (건물 주차가능)",https://m.land.naver.com/near/article/2508948132
212032323,61,13,37.4899762,126.98442384,2509089344,https://fin.land.naver.com/articles/2509089344,"2억 9,000","3만 5,000원"," ✔️✔️매 물   설 명 ✔️✔️

➡️ 실면적 15P이상,  방2, 화1, 베란다
➡️ 남향, 밝고 환한 집
➡️ 주차, 대출 가능
➡️ 방배초, 서문여중고 통학거리 근접
➡️ 이수역 및 내방역 더블역세권 이용편리
➡️ 즉시입주 또는 입주협의가능합니다.

☎️허브공인중개사사무소 02)534-8549
============================================

🔺안녕하세요!
🔺고객의 마음으로 부동산을 바라보며 
🔺다양하고 전문적인 서비스로 
🔺고객의 희망과 행복을, 
🔺♡신의와 성실로 책임중개를 약속합니다. 
 ",https://m.land.naver.com/near/article/2509089344
212032323,61,13,37.4899762,126.98442384,2508603372,https://fin.land.naver.com/articles/2508603372,3억,5만원," ◆ ◆매물 상세설명 ◆◆

▣ 교   통 :  4호선 이수역
▣ 층   수 :  2층
▣ 승강기 :  무
▣ 주   차 :  불가능
▣ 관리비 :  5만원
▣ 입   주 : 즉시 또는 협의
▣  기  타 : 전세자금대출가능

- 이수역 역세권으로 인프라 좋음
- 고속터미널, 강남성모병원, 신세계백화점 인근
- 방배동 개발호재 많음
- 정보사 부지 실리콘밸리로 인한 3만여명 일자리 창출
- 이수,내방역 서리풀터널 지구단위계획구역 지정
- 방배동 혁신 개발 매머드급 재건축 단지 호재
- 버스노선 다양하며 병원,은행,마트 등 편의시설 인프라 좋음
- 서리풀터널 개통으로 강남진입이 용이

◆ ◆담당자 직통 010-8998-6424◆ ◆
◆ ◆담당자 직통 010-8998-6424◆ ◆
◆ ◆담당자 직통 010-8998-6424◆ ◆

- 저희 매경부동산중개법인은 10% 실매물만
    올려드리고 있습니다(물건최다보유)
- 24시간 언제나 친절한 상담 해드립니다.
- 원하시는 물건 찾을 때까지 1:1 전담 서비스
- 고급빌라.고급주택.아파트 다세대건물. 상가주택  빌딩 전문중개
- 계약서/등기사항 꼼꼼히 설명 드립니다
- 본 물건 외 다양한 매물 준비 되어 있습니다

▶▶▶ 부동산 오시는길 ◀◀◀

- 방배동 NO.1 매경부동산중개법인
- 서울시 서초구 방배동 876-24(1층)
- 내방역 8번 출구에서 도보 1분(주차 가능)

- 엄선된 매물, 확실한 권리분석으로 신뢰감있는
  매경부동산의 모습을 보여드리겠습니다
  감사합니다  

◆ ◆담당자 직통 010-8998-6424◆ ◆
◆ ◆담당자 직통 010-8998-6424◆ ◆ 
 ",https://m.land.naver.com/near/article/2508603372
212032323,61,13,37.4899762,126.98442384,2510463022,https://fin.land.naver.com/articles/2510463022,"1억 1,000",2만원,"■ 7호선 도보5분, 4호선 도보7분  방배초등학교 인근 구옥 단독주택 1층 투룸
 → 실사용 실내 약10평

▶ 4,7호선 이수역에서 도보7분거리, 내방역 도보 5분거리 방배초 인근 주거지역에 위치합니다.
▶ 주거지역 간선도로변에서 바로 출입하니다.
▶ 구조 : 들어서면 작은 주방거실공간이 나오면 욕실1개와 방2개가 있습니다.
▶ 주차가능
▶ 월관리비 2만원 
▶ 옵션설비 : 싱크대, 가스레인지
■ 다가구주택 개요
○ 1976.7월 준공
○ 2종일반주거지역 대지 95평 위에  지하1층~지상2층 ",https://m.land.naver.com/near/article/2510463022
