lgeo,count,z,lat,lon,atcl_no,atcl_description
212032323,267,13,37.490625,126.98359375,2504140838,"◈◈◈ 매물 상세정보 ◈◈◈

---------------------------------------------
★ 방배동 NO.1 퍼스트부동산 입니다 ★
★ 02- 522-1357 / 010- 9145- 2669 ★
---------------------------------------------


# 위 치 : 구반포역 이수교차로인근
# 신축 첫입주 시스템냉난방 완비 방3/화2구조
# 전세 반전세 (유선 문의)
# 전세대출가능 
# 전세보증보험 전액 임대인 가입해줌
# 입주: 협의가능


★ 꼭 직접 눈으로 확인하시기 바랍니다.
★ 지금 전화주시면 바로 상담 가능합니다.
★ 최대한 빠른 시간내에 만족하실 물건을 찾아드립니다 ★


---------------------------------------------
★ 방배동 NO.1 퍼스트부동산 입니다 ★
★ 02- 522-1357 / 010- 9145- 2669 ★
---------------------------------------------


▶▶ 부동산 오시는길 ◀◀
【 방배역 3번출구 도보 3분 퍼스트부동산 】
【 서울시 서초구 방배동 914-7 1층 [주차가능] 】"
212032323,267,13,37.490625,126.98359375,2503784041,"★방배동 9호선 구반포역,  4호선 동작역  인근
★신축 첫입주 -2024년 4월 준공 
★3룸 + 넓은거실 + 욕실 2 구조
★한샘가구로 신축한 고급  아파트 
★지상16층, 지하4층 총 56세대 1개동 아파트
★주차대수 총 79대로 평균 1.4대 주차가능(자주식 +기계식)
★장기민간건설임대아파트로 10년간 내집처럼  장기 거주 가능
★서래초, 세화여중고, 방배중, 신반포중 등  학군 우수
★올림픽대로, 사평대로, 동작대로 이용시 서울전역 접근성  용이
★한강공원이 가깝게 위치 이용이 편리
★공용관리비 약25만원 : 관리규약에 따라 부과, 직전월기준
 - 수도, 전기, 가스사용은 사용량에 따라 부과됨

★ 서초방배 전문 우리별부동산 02 584 8383

▷ 고객 맞춤 서비스
 원하는 스펙의 물건을 완벽히 검토하여 찾아 드립니다. 
▷ 물건 다량 확보
  매매 전세 월세 매물 다량 확보하고 있습니다. 
▷ 친절상담
  부담 없이 전화 주시면 친절히 상담해 드립니다. 
▷ 성실중개
  우리별부동산은 허위매물이 없습니다. 
▷ 편리한 주차시설
  사무소 앞 전용 주차장 완비
▷ 우리별부동산
  대표 박혜정
  서울시 서초구 서초대로37 
  02 584 8383
  010 4239 2202"
212032323,267,13,37.490625,126.98359375,2503701821,"▣ 3룸+2욕실 -2024년 신축 첫입주
▣ 지하주차장 (자주식+기계식)
▣ 9호선 구반포역+4호선 동작역 도보권
▣ 10년장기임대사업자로 2년마다 5% 증액 상한
▣ 서래초.방배중.세화여중.세화고.서문여중고.서울고 학군 
▣ 천장형시스템에어컨. 싱크대. 붙박이장. 전기레인지
▣ 올림픽대로. 사평대로. 동작대로 이용하여 접근성 용이
▣ 내부사진은 동일 평형 보여주는집 사진임
▣ 수도, 전기, 가스비는 사용량에 따라 부과됨
▣ 중개의뢰인이 관리비 세부내역을 미제시로 비목별 금액 미표시  

◎ 참좋은부동산 담당자 010-6297-3017 ◎
▷ 매물 번호를 알려주시면 쉽게 매물을 찾을 수 있습니다.
▷ 고객님의 금액, 입지, 사이즈, 날짜를 고려하여 맞춤중개
▷ 언제든지 전화주시면 성심껏 상담해 드리겠습니다.
▷ 모든 고객님께 신뢰와 믿음을 드리는 참좋은부동산입니다."
212032323,267,13,37.490625,126.98359375,2503080563,"▣ 3룸+2욕실 -2024년 신축 첫입주
▣ 지하주차장 (자주식+기계식)
▣ 9호선 구반포역+4호선 동작역 도보권
▣ 10년장기임대사업자로 2년마다 5% 증액 상한
▣ 서래초.방배중.세화여중.세화고.서문여중고.서울고 학군 
▣ 천장형시스템에어컨. 싱크대. 붙박이장. 전기레인지
▣ 올림픽대로. 사평대로. 동작대로 이용하여 접근성 용이
▣ 내부사진은 동일 평형 보여주는집 사진임
▣ 수도, 전기, 가스비는 사용량에 따라 부과됨
▣ 중개의뢰인이 관리비 세부내역을 미제시로 비목별 금액 미표시  

◎ 참좋은부동산 담당자 010-6297-3017 ◎
▷ 매물 번호를 알려주시면 쉽게 매물을 찾을 수 있습니다.
▷ 고객님의 금액, 입지, 사이즈, 날짜를 고려하여 맞춤중개
▷ 언제든지 전화주시면 성심껏 상담해 드리겠습니다.
▷ 모든 고객님께 신뢰와 믿음을 드리는 참좋은부동산입니다."
212032323,267,13,37.490625,126.98359375,2503140046,"★방배동 9호선 구반포역,  4호선 동작역  인근
★신축 첫입주 -2024년 4월 준공 
★3룸 + 넓은거실 + 욕실 2 구조
★한샘가구로 신축한 고급  아파트 
★지상16층, 지하4층 총 56세대 1개동 아파트
★주차대수 총 79대로 평균 1.4대 주차가능(자주식 +기계식)
★장기민간건설임대아파트로 10년간 내집처럼  장기 거주 가능
★서래초, 세화여중고, 방배중, 신반포중 등  학군 우수
★올림픽대로, 사평대로, 동작대로 이용시 서울전역 접근성  용이
★한강공원이 가깝게 위치 이용이 편리
★관리비 약25만원 : 관리규약에 따라 부과, 직전월기준
- 공용관리비, 인터넷, TV수신료 미포함 
- 수도, 전기, 가스사용은 사용량에 따라 부과됨

★ 서초방배 전문 우리별부동산 02 584 8383

▷ 고객 맞춤 서비스
 원하는 스펙의 물건을 완벽히 검토하여 찾아 드립니다. 
▷ 물건 다량 확보
  매매 전세 월세 매물 다량 확보하고 있습니다. 
▷ 친절상담
  부담 없이 전화 주시면 친절히 상담해 드립니다. 
▷ 성실중개
  우리별부동산은 허위매물이 없습니다. 
▷ 편리한 주차시설
  사무소 앞 전용 주차장 완비
▷ 우리별부동산
  대표 박혜정
  서울시 서초구 서초대로37 
  02 584 8383
 010 4239 2202"
212032323,267,13,37.490625,126.98359375,2502511458,"★방배동 9호선 구반포역,  4호선 동작역  인근
★신축 첫입주 -2024년 4월 준공 
★3룸 + 넓은거실 + 욕실 2 구조
★한샘가구로 신축한 고급 아파트
★지상16층, 지하4층 총 56세대 1개동 아파트
★주차대수 총 79대로 평균 1.4대 주차가능
★장기민간건설임대아파트로 10년간 내집처럼  장기 거주 가능
★서래초, 세화여중고, 방배중, 신반포중 등  학군 우수
★올림픽대로, 사평대로, 동작대로 이용시 서울전역 접근성  용이
★한강공원이 가깝게 위치 이용이 편리
★공용관리비 약25만원 (직전월기준, 관리규약에 따라 부과) 
★수도, 전기, 가스사용은 사용량에 따라 부과됨

★ 서초방배 전문 우리별부동산 02 584 8383

▷ 고객 맞춤 서비스
 원하는 스펙의 물건을 완벽히 검토하여 찾아 드립니다. 
▷ 물건 다량 확보
  매매 전세 월세 매물 다량 확보하고 있습니다. 
▷ 친절상담
  부담 없이 전화 주시면 친절히 상담해 드립니다. 
▷ 성실중개
  우리별부동산은 허위매물이 없습니다. 
▷ 편리한 주차시설
  사무소 앞 전용 주차장 완비
▷ 우리별부동산
  대표 박혜정
  서울시 서초구 서초대로37 
  02 584 8383
  010 4239 2202"
212032323,267,13,37.490625,126.98359375,2502049700,"▣ 3룸+2욕실 -2024년 신축 첫입주
▣ 지하주차장 (자주식+기계식)
▣ 9호선 구반포역+4호선 동작역 도보권
▣ 10년장기임대사업자로 2년마다 5% 증액 상한
▣ 서래초.방배중.세화여중.세화고.서문여중고.서울고 학군 
▣ 천장형시스템에어컨. 싱크대. 붙박이장. 전기레인지
▣ 올림픽대로. 사평대로. 동작대로 이용하여 접근성 용이
▣ 내부사진은 동일 평형 보여주는집 사진임
▣ 수도, 전기, 가스비는 사용량에 따라 부과됨
▣ 중개의뢰인이 관리비 세부내역을 미제시로 비목별 금액 미표시  

◎ 참좋은부동산 담당자 010-6297-3017 ◎
▷ 매물 번호를 알려주시면 쉽게 매물을 찾을 수 있습니다.
▷ 고객님의 금액, 입지, 사이즈, 날짜를 고려하여 맞춤중개
▷ 언제든지 전화주시면 성심껏 상담해 드리겠습니다.
▷ 모든 고객님께 신뢰와 믿음을 드리는 참좋은부동산입니다."
212032323,267,13,37.490625,126.98359375,2502035071,"★방배동 9호선 구반포역,  4호선 동작역  인근
★신축 첫입주 -2024년 4월 준공 
★3룸 + 넓은거실 + 욕실 2 구조
★지상16층, 지하4층 총 56세대 1개동 아파트
★주차대수 총 79대로 평균 1.4대 주차가능(자주식 +기계식)
★장기민간건설임대아파트로 10년간 내집처럼  장기 거주 가능
★서래초, 세화여중고, 방배중, 신반포중 등  학군 우수
★올림픽대로, 사평대로, 동작대로 이용시 서울전역 접근성  용이
★한강공원이 가깝게 위치 이용이 편리
★본 사진은 구조과 같은 동일 평형대 사진임
★공용관리비 약25만원 : 관리규약에 따라 부과, 직전월기준
 - 수도, 전기, 가스사용은 사용량에 따라 부과됨

★ 서초방배 전문 우리별부동산 02 584 8383

▷ 고객 맞춤 서비스
 원하는 스펙의 물건을 완벽히 검토하여 찾아 드립니다. 
▷ 물건 다량 확보
  매매 전세 월세 매물 다량 확보하고 있습니다. 
▷ 친절상담
  부담 없이 전화 주시면 친절히 상담해 드립니다. 
▷ 성실중개
  우리별부동산은 허위매물이 없습니다. 
▷ 편리한 주차시설
  사무소 앞 전용 주차장 완비
▷ 우리별부동산
  대표 박혜정
  서울시 서초구 서초대로37 
  02 584 8383
 010 4239 2202"
212032323,267,13,37.490625,126.98359375,2501802657,"★9호선 구반포역,  4호선 동작역  인근
★신축 첫입주 -2024년 4월 준공 
★3룸 + 넓은거실 + 욕실 2 구조
★천정형에어컨3대, 각 방 붙박이장, 인덕션 
★지상16층, 지하4층 아파트
★주차대수 총 79대로 평균 1.4대 주차가능(자주식 35대, 기계식 42대, 전기차 2대)
★장기민간건설임대아파트로 10년간 내집처럼  장기 거주 가능
★서래초, 세화여중고, 방배중, 신반포중 등  학군 우수
★올림픽대로, 사평대로, 동작대로 이용시 서울전역 접근성  용이
★한강공원이 가깝게 위치하여 이용 편리
★공용관리비 약25만원(전월기준, 관리규약에 따라 부과)
 - 수도, 전기, 가스사용은 사용량에 따라 부과됨

★ 서초방배 전문 우리별부동산 02 584 8383

▷ 고객 맞춤 서비스
 원하는 스펙의 물건을 완벽히 검토하여 찾아 드립니다. 
▷ 물건 다량 확보
  매매 전세 월세 매물 다량 확보하고 있습니다. 
▷ 친절상담
  부담 없이 전화 주시면 친절히 상담해 드립니다. 
▷ 성실중개
  우리별부동산은 허위매물이 없습니다. 
▷ 편리한 주차시설
  사무소 앞 전용 주차장 완비
▷ 우리별부동산
  대표 박혜정
  서울시 서초구 서초대로37 
  02 584 8383
  010 4239 2202"
212032323,267,13,37.490625,126.98359375,2501715521,"▣ 3룸+2욕실 -2024년 신축 첫입주
▣ 지하주차장 (자주식+기계식)
▣ 9호선 구반포역+4호선 동작역 도보권
▣ 10년장기임대사업자로 2년마다 5% 증액 상한
▣ 서래초.방배중.세화여중.세화고.서문여중고.서울고 학군 
▣ 천장형시스템에어컨. 싱크대. 붙박이장. 전기레인지
▣ 올림픽대로. 사평대로. 동작대로 이용하여 접근성 용이
▣ 내부사진은 동일 평형 보여주는집 사진임
▣ 수도, 전기, 가스비는 사용량에 따라 부과됨
▣ 중개의뢰인이 관리비 세부내역을 미제시로 비목별 금액 미표시  

◎ 참좋은부동산 담당자 010-6297-3017 ◎
▷ 매물 번호를 알려주시면 쉽게 매물을 찾을 수 있습니다.
▷ 고객님의 금액, 입지, 사이즈, 날짜를 고려하여 맞춤중개
▷ 언제든지 전화주시면 성심껏 상담해 드리겠습니다.
▷ 모든 고객님께 신뢰와 믿음을 드리는 참좋은부동산입니다."
212032323,267,13,37.490625,126.98359375,2501518170,"▣ 3룸+2욕실 -2024년 신축 첫입주
▣ 지하주차장 (자주식+기계식)
▣ 9호선 구반포역+4호선 동작역 도보권
▣ 10년장기임대사업자로 2년마다 5% 증액 상한
▣ 서래초.방배중.세화여중.세화고.서문여중고.서울고 학군 
▣ 천장형시스템에어컨. 싱크대. 붙박이장. 전기레인지
▣ 올림픽대로. 사평대로. 동작대로 이용하여 접근성 용이
▣ 내부사진은 동일 평형 보여주는집 사진임
▣ 수도, 전기, 가스비는 사용량에 따라 부과됨
▣ 중개의뢰인이 관리비 세부내역을 미제시로 비목별 금액 미표시  

◎ 참좋은부동산 담당자 010-6297-3017 ◎
▷ 매물 번호를 알려주시면 쉽게 매물을 찾을 수 있습니다.
▷ 고객님의 금액, 입지, 사이즈, 날짜를 고려하여 맞춤중개
▷ 언제든지 전화주시면 성심껏 상담해 드리겠습니다.
▷ 모든 고객님께 신뢰와 믿음을 드리는 참좋은부동산입니다."
212032323,267,13,37.490625,126.98359375,2501143882,"▣ 3룸+2욕실 -2024년 신축 첫입주
▣ 지하주차장 (자주식+기계식)
▣ 9호선 구반포역+4호선 동작역 도보권
▣ 10년장기임대사업자로 2년마다 5% 증액 상한
▣ 서래초.방배중.세화여중.세화고.서문여중고.서울고 학군 
▣ 천장형시스템에어컨. 싱크대. 붙박이장. 전기레인지
▣ 올림픽대로. 사평대로. 동작대로 이용하여 접근성 용이
▣ 내부사진은 동일 평형 보여주는집 사진임
▣ 수도, 전기, 가스비는 사용량에 따라 부과됨
▣ 중개의뢰인이 관리비 세부내역을 미제시로 비목별 금액 미표시  

◎ 참좋은부동산 담당자 010-6297-3017 ◎
▷ 매물 번호를 알려주시면 쉽게 매물을 찾을 수 있습니다.
▷ 고객님의 금액, 입지, 사이즈, 날짜를 고려하여 맞춤중개
▷ 언제든지 전화주시면 성심껏 상담해 드리겠습니다.
▷ 모든 고객님께 신뢰와 믿음을 드리는 참좋은부동산입니다."
212032323,267,13,37.490625,126.98359375,2501004556,"▣ 3룸+2욕실 -2024년 신축 첫입주
▣ 지하주차장 (자주식+기계식)
▣ 9호선 구반포역+4호선 동작역 도보권
▣ 10년장기임대사업자로 2년마다 5% 증액 상한
▣ 서래초.방배중.세화여중.세화고.서문여중고.서울고 학군 
▣ 천장형시스템에어컨. 싱크대. 붙박이장. 전기레인지
▣ 올림픽대로. 사평대로. 동작대로 이용하여 접근성 용이
▣ 내부사진은 동일 평형 보여주는집 사진임
▣ 수도, 전기, 가스비는 사용량에 따라 부과됨
▣ 중개의뢰인이 관리비 세부내역을 미제시로 비목별 금액 미표시  

◎ 참좋은부동산 담당자 010-3781-2991 ◎
▷ 매물 번호를 알려주시면 쉽게 매물을 찾을 수 있습니다.
▷ 고객님의 금액, 입지, 사이즈, 날짜를 고려하여 맞춤중개
▷ 언제든지 전화주시면 성심껏 상담해 드리겠습니다.
▷ 모든 고객님께 신뢰와 믿음을 드리는 참좋은부동산입니다."
212032323,267,13,37.490625,126.98359375,2500003111,"▣ 3룸+2욕실 -2024년 신축 첫입주
▣ 지하주차장 (자주식+기계식)
▣ 9호선 구반포역+4호선 동작역 도보권
▣ 10년장기임대사업자로 2년마다 5% 증액 상한
▣ 서래초.방배중.세화여중.세화고.서문여중고.서울고 학군 
▣ 천장형시스템에어컨. 싱크대. 붙박이장. 전기레인지
▣ 올림픽대로. 사평대로. 동작대로 이용하여 접근성 용이
▣ 내부사진은 동일 평형 보여주는집 사진임
▣ 수도, 전기, 가스비는 사용량에 따라 부과됨
▣ 중개의뢰인이 관리비 세부내역을 미제시로 비목별 금액 미표시  

◎ 참좋은부동산 담당자 010-3781-2991 ◎
▷ 매물 번호를 알려주시면 쉽게 매물을 찾을 수 있습니다.
▷ 고객님의 금액, 입지, 사이즈, 날짜를 고려하여 맞춤중개
▷ 언제든지 전화주시면 성심껏 상담해 드리겠습니다.
▷ 모든 고객님께 신뢰와 믿음을 드리는 참좋은부동산입니다."
212032323,267,13,37.490625,126.98359375,2500247083,"▣ 3룸+2욕실 -2024년 신축 첫입주
▣ 지하주차장 (자주식+기계식)
▣ 9호선 구반포역+4호선 동작역 도보권
▣ 10년장기임대사업자로 2년마다 5% 증액 상한
▣ 서래초.방배중.세화여중.세화고.서문여중고.서울고 학군 
▣ 천장형시스템에어컨. 싱크대. 붙박이장. 전기레인지
▣ 올림픽대로. 사평대로. 동작대로 이용하여 접근성 용이
▣ 내부사진은 동일 평형 보여주는집 사진임
▣ 수도, 전기, 가스비는 사용량에 따라 부과됨
▣ 중개의뢰인이 관리비 세부내역을 미제시로 비목별 금액 미표시  

◎ 참좋은부동산 담당자 010-6297-3017 ◎
▷ 매물 번호를 알려주시면 쉽게 매물을 찾을 수 있습니다.
▷ 고객님의 금액, 입지, 사이즈, 날짜를 고려하여 맞춤중개
▷ 언제든지 전화주시면 성심껏 상담해 드리겠습니다.
▷ 모든 고객님께 신뢰와 믿음을 드리는 참좋은부동산입니다."
212032323,267,13,37.490625,126.98359375,2505199289,
212032323,267,13,37.490625,126.98359375,2505185860,"22년간 변함없이 한 자리를 지키고 있는
방배현대홈타운 전문 서울부동산 입니다.

─ 서울공인중개사사무소 ☎ 02-533-1515 ─

안녕하세요!
한번 맺은 인연을 소중히 생각하는
방배동 토박이 서울부동산입니다.

방배현대홈타운2차 단지 안에서
22년간 변함없이 자리를 지키고 있는
서울부동산으로 언제든 연락주세요.

친절상담 책임중개 약속드립니다.
정직한 마음으로 사람과 사람을 잇는

♥ 서울공인중개사사무소 ♥

서울시 서초구 서초대로1길 34, 상가동 102호
(방배동, 방배2차현대홈타운)
☎ 02-533-1515
☎ 010-3095-0101"
212032323,267,13,37.490625,126.98359375,2505198273,
212032323,267,13,37.490625,126.98359375,2505198883,
212032323,267,13,37.490625,126.98359375,2505185553,"방배현대홈타운 전문 다원부동산 입니다.
연락주시면 친절히 안내드리겠습니다.

다원공인중개사사무소
☎ 02-535-1118 / 010-3889-2300
------------------------------

♥ 방배현대홈타운1차 ♥

＊ 총 644세대, 8개동
＊ 25평 33평 42평 45평 49평
＊ 지하철 4·7호선 총신대입구·이수역 더블역세권
＊ 방배초, 서문여중고, 상문고, 서울고 등 명문학군
＊ 이마트에브리데이, 남성시장, 이수역먹자골목,
　 메가박스 등 다양하고 편리한 생활인프라
＊ 동작대로·동작대교 인접 용산 최단거리 진입,
　 서초대로·서리풀터널 개통 등 사통팔달 교통망

♥ 다원공인중개사사무소 ♥
서울시 서초구 서초대로1길 34, 상가동 104호
(방배동, 방배2차현대홈타운)

☎ 02-535-1118 / 010-3889-2300

＃방배현대홈타운, 다원부동산 블로그
https://blog.naver.com/hijiahn
------------------------------"
212032323,267,13,37.490625,126.98359375,2505056285,
