lgeo,count,z,lat,lon,atcl_no,atcl_price,atcl_cost,atcl_description,atcl_location
212032323,55,13,37.49066589,126.98442384,2507902042,3억,5만원,,https://m.land.naver.com/near/article/2507902042
212032323,55,13,37.49066589,126.98442384,2507697285,"2억 9,000",4만원,"◆ 매물 상세 설명 ◆

▷ 보증금/관리비: 29,000만원/4만원
▷ 교통: 4/7호선 이수역 
▷ 실사용면적: 16평
▷ 구조: 3룸/1욕
▷ 해당층/총층수: 1층/ 3층
▷ 승강기: 없음
▷ 주차: 가능(모닝사이즈 경차만가능)
▷ 입주: 협의입주
▶ 특징: 융자없는 안전한집 보증보험가능
========================================
◇ 24시간 언제나 친절한 상담 해드립니다.
◇ 원하시는 물건 찾을 때까지 1:1 전담 서비스
◇ 본 물건 외 다양한 매물 준비 되어 있습니다
========================================

◆ 부동산 오시는길 ◆

 이수역 2번출구앞 국민은행과 동해물약국 골목으로 100m 
 서울시 서초구 방배4동 1427 1층(사무실 앞에 주차됨)",https://m.land.naver.com/near/article/2507697285
212032323,55,13,37.49066589,126.98442384,2507880384,"2억 9,000","7만 5,000원","◆ 매물 상세 설명 ◆

▷ 보증금/관리비: 29,000백만원/75,000원
▷ 교통: 구반포역
▷ 실사용면적: 13평
▷ 구조: 1룸/욕1
▷ 해당층/총층수: 3층/ 9층
▷ 승강기: 있음
▷ 주차: 가능
▷ 입주: 하시입주 협의입주
▶ 특징: 에어컨2대 냉장고 세탁기 광파오븐등 풀옵션 
========================================
◇ 24시간 언제나 친절한 상담 해드립니다.
◇ 원하시는 물건 찾을 때까지 1:1 전담 서비스
◇ 본 물건 외 다양한 매물 준비 되어 있습니다
========================================

◆ 부동산 오시는길 ◆에

 이수역 2번출구앞 국민은행과 동해물약국 골목으로 100m 
 서울시 서초구 방배4동 1427 1층(사무실 앞에 주차됨)",https://m.land.naver.com/near/article/2507880384
212032323,55,13,37.49066589,126.98442384,2507545324,"2억 6,000",,"- 3룸 / 욕실1 / 올리모델링 후 첫입주
- 전용이 정말 넓습니다.
- 주차장은 있으나 주차는 어렵습니다.
- 반전세 가능합니다.
- 올전세 2억6천 보증보험 불가합니다.",https://m.land.naver.com/near/article/2507545324
212032323,55,13,37.49066589,126.98442384,2507520973,"2억 9,000",7만원,"◈◈ 매물 상세정보 ◈◈

【 교   통 】 7호선 내방역
【 층   수 】 2층
【 승강기 】 무
【 주   차 】 가능
【 관리비 】 7만원
【 입   주 】 협의입주
【 전세대츨 】 가능
【 보증보험 】 가능

▶▶ 부동산 오시는길 ◀◀

【 내방역 8번출구 도보 1분 매경부동산중개법인】
【 서울시 서초구 방배동 876-24 1층 주차가능 】

◆ ◆담당자 직통 010-8998-6424 ◆ ◆
◆ ◆담당자 직통 010-8998-6424 ◆ ◆

◇ 24시간 언제나 친절한 상담 해드립니다.
◇ 원하시는 물건 찾을 때까지 1:1 전담 서비스
◇ 방배동.사당동,반포동,서초동 내 부동산전문
◇ 계약서/등기사항 꼼꼼히 설명 드립니다
◇ 본 물건 외 다양한 매물 준비 되어 있습니다
==================================
※ 엄선된 매물,확실한 권리분석으로 신뢰감있는
   매경부동산의 모습을 보여드리겠습니다~

◆ ◆담당자 직통 010-8998-6424 ◆ ◆
◆ ◆담당자 직통 010-8998-6424 ◆ ◆",https://m.land.naver.com/near/article/2507520973
212032323,55,13,37.49066589,126.98442384,2507268274,"2억 7,000",5만원,"◈◈ 매물 상세정보 ◈◈

【 교   통 】 4호선 이수역
【 층   수 】 1층
【 승강기 】 1대
【 주   차 】 1대
【 관리비 】 5만원
【 입   주 】 협의입주
【 대   출 】 불가능
【 보   험 】 불가능

▶▶ 부동산 오시는길 ◀◀

【 내방역 8번출구 도보 1분 매경부동산중개법인】
【 서울시 서초구 방배동 876-24 1층 주차가능 】

◆ ◆담당자 직통 010-8998-6424 ◆ ◆
◆ ◆담당자 직통 010-8998-6424 ◆ ◆

◇ 24시간 언제나 친절한 상담 해드립니다.
◇ 원하시는 물건 찾을 때까지 1:1 전담 서비스
◇ 방배동.사당동,반포동,서초동 내 부동산전문
◇ 계약서/등기사항 꼼꼼히 설명 드립니다
◇ 본 물건 외 다양한 매물 준비 되어 있습니다
==================================
※ 엄선된 매물,확실한 권리분석으로 신뢰감있는
   매경부동산의 모습을 보여드리겠습니다~

◆ ◆담당자 직통 010-8998-6424 ◆ ◆
◆ ◆담당자 직통 010-8998-6424 ◆ ◆",https://m.land.naver.com/near/article/2507268274
212032323,55,13,37.49066589,126.98442384,2507193305,"2억 3,500",5만원,"◎ 서초 공인중개사 사무소 ◎


▣ 매물 소개 ▣

▶ 구조 : 방2 / 욕실1 
▶ 주용도 : 다가구주택
▶ 준공 : 2001년도
▶ 주차 : 1대 가능
▶ 관리비 : 5만원 (공용전기비, 공용청소비 포함)
▶ 입주 : 10월 23일


▣ 중개사 메모 ▣

저희 부동산은 친절하고 정확한 중개를 기본으로 삼고
집을 보시는것부터 계약과 중간관리, 입주와 입주후까지도 
“책임중개”하는 부동산입니다.
편하게 연락주시면 끝까지 최선을 다해드립니다.",https://m.land.naver.com/near/article/2507193305
212032323,55,13,37.49066589,126.98442384,2508363942,"2억 7,000",6만원,"씽크대,도배/이수역5분/보안방범최적/주변상권좋음/교통편리",https://m.land.naver.com/near/article/2508363942
212032323,55,13,37.49066589,126.98442384,2507210163,1억 500,0원,"✅ 빅데이터 기반 투자  입지 분석 
방배동 매매 임대 전문
 ＂부동산썰＂ 입니다.
(대표 설현택: 02-597-1237)

◈◈◈ 물 건 정 보 ◈◈◈ 
[ 위 치 ]  방배동 858-8
[ 전 세 ] 1억500만원
[ 구 조 ] 방2, 화장실1 (큰방 2개 , 전체 약 10평)
[ 주 차 ] 불가능
[ 특 징 ] 
내방역, 이수역 도보 6분 내외
 살기 좋은 2룸 
 강남 접근성 양호

lh대출 불가 ★ 우선 보세요

◈◈◈ 부동산썰공인중개사무소◈◈◈
→ 모든 매물 꼼꼼하게 현장 확인
→ 계약시  자료 제공 및 법률근거 기반으로 꼼꼼하게 마무리
→ 고객님의 입장에서 부족함이 없도록 최선을 다해 안전한 거래

부동산썰에서 고객님의 소중한 자산을 지키고,
밝은 미래를 만들어 드리도록 노력하겠습니다.
 ☎ 02-597-1237/ 010-4443-1237
(  문의 주시면 진심을 다해 친절히 상담해 드리겠습니다.)",https://m.land.naver.com/near/article/2507210163
212032323,55,13,37.49066589,126.98442384,2506741927,3억,5만원,"◆ ◆매물 상세설명 ◆◆

▣ 교   통 :  7호선내방역 
▣ 층   수 :  2층
▣ 승강기 :  무  
▣ 주   차  : 불가
▣ 관리비 :  5만원
▣ 입   주 :  즉시 또는 협의
▣ 기   타 :  대출가능

- 내방역역세권으로 인프라 좋음
- 고속터미널, 강남성모병원, 신세계백화점 인근
- 방배동 개발호재 많음
- 정보사 부지 실리콘밸리로 인한 3만여명 일자리 창출
- 이수,내방역 서리풀터널 지구단위계획구역 지정
- 방배동 혁신 개발 매머드급 재건축 단지 호재
- 버스노선 다양하며 병원,은행,마트 등 편의시설 인프라 좋음
- 서리풀터널 개통으로 강남진입이 용이

◆ ◆담당자 직통 010-8998-6424◆ ◆
◆ ◆담당자 직통 010-8998-6424◆ ◆
◆ ◆담당자 직통 010-8998-6424◆ ◆

- 저희 매경부동산중개법인은 100% 실매물만
    올려드리고 있습니다(물건최다보유)
- 24시간 언제나 친절한 상담 해드립니다.
- 원하시는 물건 찾을 때까지 1:1 전담 서비스
- 고급빌라.고급주택.아파트 다세대건물. 상가주택  빌딩 전문중개
- 계약서/등기사항 꼼꼼히 설명 드립니다
- 본 물건 외 다양한 매물 준비 되어 있습니다

▶▶▶ 부동산 오시는길 ◀◀◀

- 방배동 NO.1 매경부동산중개법인
- 서울시 서초구 방배동 876-24(1층)
- 내방역 8번 출구에서 도보 1분(주차 가능)

- 엄선된 매물, 확실한 권리분석으로 신뢰감있는
  매경부동산의 모습을 보여드리겠습니다
  감사합니다  

◆ ◆담당자 직통 010-8998-6424◆ ◆
◆ ◆담당자 직통 010-8998-6424◆ ◆",https://m.land.naver.com/near/article/2506741927
212032323,55,13,37.49066589,126.98442384,2506625184,"2억 6,000",0원,"▣ 7호선 내방역 5분거리
▣ 3룸 +1욕실+베란다
▣ 반지층입니다
▣ 3룸 모두 넓습니다.
▣ 실면적 17평 규모
▣ 보증금 조정가능 
▣ 대출 가능
▣ 보증보험가입은 : 21,000만원 25만원 조정가능
▣ 옵션 : 가스레인지
▣  내방역 도보 5분이며, 이수역 도보 가능
▣ 서리풀터널 이용하여 강남권 진입 수월
▣ 주차는 불가능합니다.
▣ 관리비 세부내역은 중개의뢰인이 미제시로 비목별 금액 미표시
▣ 전기, 수도, 가스사용료는 세대별 사용량에 따라 부과


=============================================
■ 대신공인중개사사무소는 믿음있게 중개합니다.
■ 대신공인중개사사무소는 신뢰있게 중개합니다.
■ 언제나 전화주세요.
■ 조건에 맞는 매물을 최선을 다해 찾아드립니다.
■ 대신공인중개사사무소 :  02 534 8337  /  010 5078 1349
=============================================",https://m.land.naver.com/near/article/2506625184
212032323,55,13,37.49066589,126.98442384,2508688812,"2억 3,500",5만원," 지비오(GBO)부동산은 안전한 거래를 위한 차별화된 정보를 제공합니다.
본 물건은 서문여중고 2분거리 이수역 도보 6분 거리에 위치한 2룸 다가구 전세 매물입니다.

✅가격 : 보증금 2억3천5백만원/공통관리비 5만원
✅내부구조 : 2룸 1욕실,작은거실,세탁실
✅내부상태 : 관리상태 양호
✅주차 : 총10세대 주차4면. 주차가능
✅2001년식. 엘리베이터 無
✅위치 : 서문여고 인근
✅교통 : 4,7호선 이수총신대입구역 6분(450m), 버스정류장 4분(280m)
✅학군 : 방배초,서문여중고(도보2분),서울고,상문고
✅편의시설 : 남성사계시장 550m, 대형마트 300m, 뒷벌어린이공원 260m,강남성모병원,신세계백화점 차량15분내
✅권리 : 융자 소액, 위반 無
         개별주택공시가 16.66억원(보증보험가능범위)
✅입주시기 : 4월초순(협의)
〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓
Grab Best Opportunity!
♣ 지비오(집이요)부동산 ♣
✔축적된 데이터, 개발업 경력을 통한 전문성으로
  안전한 거래를 위한 차별화된 정보를 제공합니다. 
✔다양한 네트워크를 통해 최상의 물건을 찾아드립니다.
✔허위매물 등 순간의 목적을 위해 거짓을 말하지 않습니다.
✔어떤 상담에도 정확하고 친절히 응대하는 
  든든한 부동산파트너가 되겠습니다! 

♣ 오시는 길 ♣
 방배동까페골목사거리에서 경문고교 방면 50m
 ",https://m.land.naver.com/near/article/2508688812
212032323,55,13,37.49066589,126.98442384,2508667526,3억,40만원,"🔆강력추천✨ 방배동 보증보험 투룸

중기청 / 버팀목 / 카카오 /HUG,HF,SGI 모든 대출,보증보험//설명,안내 도와드립니다//
대출에 대해서 잘 모르시는 사회 초년생 손님분들위해서 대출 설명,비교해드리고 있습니다!
보증보험 및 정확한 권리분석 안내로 임차인들의 보증금의 안전을 약속드립니다.

❤️ 방 상세설명 ❤️
✨직접 촬영한 100% 실매물입니다✨
✔ 관리비35=월세25+관리비10입니다
✔ 제가 살고 싶은 집들 엄선해서 광고 중입니다
✔ 절대적으로 안전한 매물만 중개해요 😊 

✅ 에어비앤비 매물문의 사절❗ 한결부동산에서는 에어비앤비(airbnb) 매물중개를 하지않습니다❗
✅ 해당건물 세대수는 자동기입됨을 참고부탁드립니다.
✅ 건축물대장상 총 주차대수 5 대 
✅ 건축물대장상 [옥상] 부분 확장 위반건축내역있음 (광고 매물층 은 정상입니다)  

손님분들의 보유하신 자산과 원하시는 조건에 따라
제가 살 집을 찾아본다는 생각으로 최선을 다해서
깔끔하고 쾌적한 방 찾아드리겠습니다! 😊
저희는 절대 허위 매물을 취급하지 않습니다
안심하시고 연락 주세요 :)

각종 플랫폼에서 보시면서 고민하시는 시간보다는 직접 방문하셔서 보시는 시간이 더 효율적입니다
원룸, 1.5룸, 투룸, 쓰리룸, 오피스텔, 빌라, 다세대, 아파트, 상가 다량 매물 보유중 입니다
한결부동산만의 전속매물 개인매물 다수 보유하고 있습니다
보증금 조율 필요하시면 임대인과 적극적으로 협의 해보겠습니다

❗단순문의가능/편하게 전화나 문자주세요❗
p.s 지금 보시는 방은 인기가 많아서 많은 문의가 들어오고 있습니다! 문의는 편하게 연락주셔서 예쁜집 얻어가세요❤️",https://m.land.naver.com/near/article/2508667526
212032323,55,13,37.49066589,126.98442384,2508551421,"2억 9,000",5만원,"【 매물정보 】 YHJ
▶ 보증금 : 2억9천
▶ 관리비 : 5만원
▶ 구조 : 방3/화장실1
▶ 주차 : 불가
▶ 엘리베이터 : 무
▶ 매물특징: 도배,싱크대 교체예정입니다
▶ 교통 : 총신대입구역(4호선) 도보 7분 /내방역(7호선) 도보 11분 
▶ 입주날짜 : 협의 입주 가능합니다 
▶ 보증금 월세 원하시는 가격 말씀해주시면 조정해드립니다
ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ
▶ 진심을 다해 친절하게 중개해 드립니다. 
▶ 주택,상가,신축분양 매물 다량 확보
ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ
[ 부동산 오시는길 ]
■ 방배동916-29번지1층 한경부동산
■ 방배역 3번출구  도보3분(건물주차가능)",https://m.land.naver.com/near/article/2508551421
212032323,55,13,37.49066589,126.98442384,2506199468,"2억 8,940",5만원,"매물번호 말씀해주시면 빠른 상담 가능합니다.             ↑ ↑ ↑
￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣
▶형제부동산 010-4590-7876◀

▲전 용: 약 13평
▲입 주: 협의가능
▲주 차: 1대 가능 *주차비 5만원 별도.
▲관리비: 5만원     

-.이수역/내방역 도보10분 더블역세권 가성비 좋고 깔끔한 투룸 화1 맞벽거실 구조
-.1인가구 및 신혼, 방배초/서문학군 가정 등 안전하고 장기거주 가능한집 추천드립니다.
-.다세대주택이고 융자없습니다. 전세대출은 확인 필요합니다.
*매물 사진은 공실일때 찍어둔 사진입니다. 현 세입자 거주중.

조건에 최적화된 매물 최선을 다해 중개해드리겠습니다.
찾아주셔서 감사드립니다.
",https://m.land.naver.com/near/article/2506199468
212032323,55,13,37.49066589,126.98442384,2506058118,3억,"7만 5,000원","♣♣♣♣♣♣ 반포스테이 2차 리버파크 ♣♣♣♣♣♣
저희는 반포스테이2차 리버파크에서 최인근에 위치하고 있는 현지 부동산으로서, 현 위치에서 약15년 이상을 영위하고 있는 방배동 토착 부동산이며, 믿고 신뢰할 수 있는 고객만족을 위하여 최선을 다하고 있는 롯데캐슬헤론 부동산입니다.

■ 입주일자: 2019년 5월 23일

♣ 총 세대수:  50세대 (오피스텔 30세대, 도시형 20세대) 11층
  도시형 생활주택: 21A, 22B, 23C형 3TYPE
  오피스텔: 37A, 38B, 38C형  TYPE

♧ 분리형 원룸 : (1.5룸), 채광좋음. 이건창호사용, 개별난방, 도시가스.

♥ 옵션 : 인덕션, 전자렌지, 밀레세탁기, 건조기, 붙박이장, SYSTEM에어컨, 냉장고, 
비데.

신축풀옵션 분리형 원룸 (1.5룸)으로 신혼부부, 일인가구 강추/ 반포천 인접, 카페거리 초입으로 편의시설 최상. 반포생활권

◎ 교통여건 : 9호선 구반포역 도보 7분거리/ 4호선 동작역 도보9분거리
  올림픽대로. 이수교차로 인접 서울전역 및 수도권 지역으로의 이동편리.

▶ 편의시설 : 신세계백화점, 뉴코아아울렛, 센트럴시티.
 카톨릭대학교 서울 성모병원, 국립중앙도서관, 서래마을 카페거리

■ 중개사 한마디 ■
고객의 꿈을 실현해 드리는 롯데캐슬헤론 공인중개사 사무소입니다.!!!
최선의 물건으로 중개 하겠습니다.
같은 물건도 어느 중개업자와 계약 하는가에 따라 금액이며 계약 조건이 달라집니다.
결국, 중개업자가 최선의 노력을 기울이면 좋은 매물을 좀 더 좋은 조건으로 하여 계약하실 수 있습니다. 내 집을 찾는다는 정성스런 마음으로 고객의 입장에서 최선을 다하겠습니다.

♣ 롯데캐슬헤론 부동산 ♣  ☎ 02-535-1010 / 010-4733-8878",https://m.land.naver.com/near/article/2506058118
212032323,55,13,37.49066589,126.98442384,2505831184,"2억 9,000","3만 5,000원"," ◆ ◆매물 상세설명 ◆◆

▣ 교   통 :  7호선 내방역
▣ 층   수 :  2층
▣ 승강기 :  무
▣ 주   차 :  가능
▣ 관리비 :  3.5만원
▣ 입   주 : 즉시 또는 협의


- 내방역 역세권으로 인프라 좋음
- 고속터미널, 강남성모병원, 신세계백화점 인근
- 방배동 개발호재 많음
- 정보사 부지 실리콘밸리로 인한 3만여명 일자리 창출
- 이수,내방역 서리풀터널 지구단위계획구역 지정
- 방배동 혁신 개발 매머드급 재건축 단지 호재
- 버스노선 다양하며 병원,은행,마트 등 편의시설 인프라 좋음
- 서리풀터널 개통으로 강남진입이 용이

◆ ◆담당자 직통 010-8998-6424◆ ◆
◆ ◆담당자 직통 010-8998-6424◆ ◆
◆ ◆담당자 직통 010-8998-6424◆ ◆

- 저희 매경부동산중개법인은 100% 실매물만
    올려드리고 있습니다(물건최다보유)
- 24시간 언제나 친절한 상담 해드립니다.
- 원하시는 물건 찾을 때까지 1:1 전담 서비스
- 고급빌라.고급주택.아파트 다세대건물. 상가주택  빌딩 전문중개
- 계약서/등기사항 꼼꼼히 설명 드립니다
- 본 물건 외 다양한 매물 준비 되어 있습니다

▶▶▶ 부동산 오시는길 ◀◀◀

- 방배동 NO.1 매경부동산중개법인
- 서울시 서초구 방배동 876-24(1층)
- 내방역 8번 출구에서 도보 1분(주차 가능)

- 엄선된 매물, 확실한 권리분석으로 신뢰감있는
  매경부동산의 모습을 보여드리겠습니다
  감사합니다  

◆ ◆담당자 직통 010-8998-6424◆ ◆
◆ ◆담당자 직통 010-8998-6424◆ ◆ 
 ",https://m.land.naver.com/near/article/2505831184
212032323,55,13,37.49066589,126.98442384,2508311295,"2억 9,000",7만원,"◈ 매물특징 ◈

◎ 전용 넓은 2룸 전세. 대출, 보증보험 가능
◎ 에어컨,세탁기 ,냉장고, 가스렌지 
◎ 주차가능
◎ 입주협의 가능 

※ 저희 방배서래부동산 매물은 실매물입니다 ※



◈ 드리는 말씀 ◈



★ 오랜 경력의 세심하고 친절한 여성전문가입니다.
★ 고객님의 만족을 위해 최선의 노력을 다합니다.
★ 정확한 매물로 혼동을 드리지 않습니다.
★ 언제나 상담가능합니다.",https://m.land.naver.com/near/article/2508311295
