lgeo,count,z,lat,lon,atcl_no,atcl_price,atcl_cost,atcl_description
212032323,69,13,37.49074728,126.98442384,2504080054,3억,5만원," ◆ ◆매물 상세설명 ◆◆

▣ 교   통 :  4호선 이수역
▣ 층   수 :  2층
▣ 승강기 :  무
▣ 주   차 :  불가능
▣ 관리비 :  5만원
▣ 입   주 : 즉시 또는 협의
▣  기  타 : 전세자금대출가능

- 이수역 역세권으로 인프라 좋음
- 고속터미널, 강남성모병원, 신세계백화점 인근
- 방배동 개발호재 많음
- 정보사 부지 실리콘밸리로 인한 3만여명 일자리 창출
- 이수,내방역 서리풀터널 지구단위계획구역 지정
- 방배동 혁신 개발 매머드급 재건축 단지 호재
- 버스노선 다양하며 병원,은행,마트 등 편의시설 인프라 좋음
- 서리풀터널 개통으로 강남진입이 용이

◆ ◆담당자 직통 010-8998-6424◆ ◆
◆ ◆담당자 직통 010-8998-6424◆ ◆
◆ ◆담당자 직통 010-8998-6424◆ ◆

- 저희 매경부동산중개법인은 10% 실매물만
    올려드리고 있습니다(물건최다보유)
- 24시간 언제나 친절한 상담 해드립니다.
- 원하시는 물건 찾을 때까지 1:1 전담 서비스
- 고급빌라.고급주택.아파트 다세대건물. 상가주택  빌딩 전문중개
- 계약서/등기사항 꼼꼼히 설명 드립니다
- 본 물건 외 다양한 매물 준비 되어 있습니다

▶▶▶ 부동산 오시는길 ◀◀◀

- 방배동 NO.1 매경부동산중개법인
- 서울시 서초구 방배동 876-24(1층)
- 내방역 8번 출구에서 도보 1분(주차 가능)

- 엄선된 매물, 확실한 권리분석으로 신뢰감있는
  매경부동산의 모습을 보여드리겠습니다
  감사합니다  

◆ ◆담당자 직통 010-8998-6424◆ ◆
◆ ◆담당자 직통 010-8998-6424◆ ◆ 
 "
212032323,69,13,37.49074728,126.98442384,2504026917,"2억 9,000","7만 5,000원","▣ 1룸+1거실+1욕실
▣ 9호선 구반포역 역세권
▣ 시스템에어컨.냉장고.밀레세탁기+밀레건조기.붙박이장 
▣ 수도, 전기, 가스비는 사용량에 따라 부과됨
▣ 중개의뢰인이 관리비 세부내역을 미제시로 비목별 금액 미표시


◎ 참좋은부동산 담당자 010-6297-3017 ◎
▷ 매물 번호를 알려주시면 쉽게 매물을 찾을 수 있습니다.
▷ 고객님의 금액, 입지, 사이즈, 날짜를 고려하여 맞춤중개
▷ 언제든지 전화주시면 성심껏 상담해 드리겠습니다.
▷ 모든 고객님께 신뢰와 믿음을 드리는 참좋은부동산입니다"
212032323,69,13,37.49074728,126.98442384,2503856122,3억,3만원,"* 이수역세권 서문여중고 인근 1.5층 올수리 깨끗한 2룸 주방
 욕실1개 조용한 주택가에 위치한 주택
* 금액 : 보증금3억원 
* 입주일 :  하시입주, 협의가능
* 관리비 : 월3만원(개별공과금 별도)
* 주  차 : 불가능
* 건축년도: 1993년
* 승강기 : 없음
* 학군 : 방배초등, 서문여중고, 동덕여고, 방배중등 명문학군
* 교통 : 4,7호선 이수역 도보7분/ 버스정류장 도보7분
* 인근편의시설 : 재래시장. 한강공원, 서울성모병원, 강남신세계백화점, 
은행, 미용실, 맛집, 편의점등이 인근에 있어 생활편리

 정확한 매물관리와 정보로 고객님의 소중한 시간을 절약하여 편하게 
  더좋은 집을 구해드리기 최선을 다하여 중개합니다.

  언제든지 연락주시면 성실하게 상담해드리겠습니다.
  ---------------------------------------
  ◆ 태인공인중개사사무소 ◆
  서울시 서초구 방배동 21061층
  02-592-4989/ 010-3847-7583"
212032323,69,13,37.49074728,126.98442384,2503855921,"2억 9,000",7만원,"◈◈ 매물 상세정보 ◈◈

【 교   통 】 7호선 내방역
【 층   수 】 2층
【 승강기 】 무
【 주   차 】 가능
【 관리비 】 7만원
【 입   주 】 협의입주
【 전세대츨 】 가능
【 보증보험 】 가능

▶▶ 부동산 오시는길 ◀◀

【 내방역 8번출구 도보 1분 매경부동산중개법인】
【 서울시 서초구 방배동 876-24 1층 주차가능 】

◆ ◆담당자 직통 010-8998-6424 ◆ ◆
◆ ◆담당자 직통 010-8998-6424 ◆ ◆

◇ 24시간 언제나 친절한 상담 해드립니다.
◇ 원하시는 물건 찾을 때까지 1:1 전담 서비스
◇ 방배동.사당동,반포동,서초동 내 부동산전문
◇ 계약서/등기사항 꼼꼼히 설명 드립니다
◇ 본 물건 외 다양한 매물 준비 되어 있습니다
==================================
※ 엄선된 매물,확실한 권리분석으로 신뢰감있는
   매경부동산의 모습을 보여드리겠습니다~

◆ ◆담당자 직통 010-8998-6424 ◆ ◆
◆ ◆담당자 직통 010-8998-6424 ◆ ◆"
212032323,69,13,37.49074728,126.98442384,2503924036,3억,3만원,"♻ 가온부동산은 100% 실제매물만을 광고합니다.
 
==============================================

♻ 매물소개
   
✅ 방2/화장실1 내부수리됨(배관까지)  
✅ 개별주택가격 24년기준(1,272,000,000원) 
✅ 선순위보증금 ≒ 8억 (보증보험가입구간126%일때 ≒ 16억이하)
✅ 하시입주가능,주차불가(인근거주자 주차있음)
✅ 이수역 도보가능,서리풀터널 및 대로인접하여 사통팔달
✅ 방배초교/서문여중고등/공원 및 편의시설 접근성 우수

==============================================

♻ 정직함과 성실함으로 중개에 최선을 다하는 가온부동산입니다.

✅ 부동산전자계약가능(대출시 우대금리적용) 중개사무소
✅ 방문고객님 필요시 인근 픽업서비스가능
✅ TEL 02-594-0610  
✅ H·P 010-2796-9449
✅ https://open.kakao.com/o/sDbY9RIe
✅ https://blog.naver.com/hyuntai78

=============================================="
212032323,69,13,37.49074728,126.98442384,2504830774,"2억 9,000",7만원,"방2/화1
에어컨2대
보증보험가입
전세자금대출가능
관리비 7만원(kt인터넷,주차)"
212032323,69,13,37.49074728,126.98442384,2503547308,"2억 9,000",4만원,"◐ 굿모닝부동산 010-2898-5650 ◑
◐ 굿모닝부동산 010-2898-5650 ◑

◈ 주방 싱크대 교체 및 전체 도배 진행 예정
◈ 이수역 4호선 7호선 더블역세권 도보 7분 이내
◈ 서문여중고 정문 인근 단지
◈ 명문학군 : 방배초, 방배중, 서문여중, 서문여고, 세화고, 세화여고, 서울고, 상문고, 동덕여고 학군
◈ 서리풀터널 개통으로 강남 진출 용이
◈ 대형 전통시장인 남성사계절시장 도보 10분 거리 위치

★ 실매물이며, 문의주시면 친절한 상담과 현장 안내해 드리겠습니다.
★ 투자상담/친절상담/책임중개를 통해 진솔함과 정직함으로 고객님과 소중한 인연을 만들겠습니다.

▶굿모닝공인중개사사무소
  ☎ 대표전화  02-534-4321 // 010-2898-5650"
212032323,69,13,37.49074728,126.98442384,2503441941,"2억 6,000",7만원,"※교통편의:이수사거리,올림픽대로인근
                 4,7호선이수역,9호선구반포역10분,버스정류장1분
※교육(8학군):세화(여)고,서울고,상문고
                     신반포,반포 방배중
                     서래초
※생활편의:남성사계시장,터미널신세계백화점"
212032323,69,13,37.49074728,126.98442384,2503302376,"1억 2,000",17만원,"? 가온부동산은 100% 실제매물만을 광고합니다.
 
==============================================

? 매물소개
   
? 여성전용 풀옵션 원룸 
? 보증금일부하향조정하여 월세가능
? 관리비에 모든 공과금등이 포함됨
? 대출은 가능하나 질권설정등이 들어가는 안심대출등X
? 입주협의(2월5일이후~),주차가능(별도5만)
? 지하철역 도보가능,서리풀터널 및 대로인접하여 사통팔달
? 방배초교/서문여중고등/공원 및 편의시설 접근성 우수

==============================================

? 정직함과 성실함으로 중개에 최선을 다하는 가온부동산입니다.

? 부동산전자계약가능 중개사무소
? 방문고객님 필요시 인근 픽업서비스가능
? TEL 02-594-0610  
? H·P 010-2796-9449
? https://open.kakao.com/o/sDbY9RIe
? https://blog.naver.com/hyuntai78

=============================================="
212032323,69,13,37.49074728,126.98442384,2503376117,"2억 9,000","3만 5,000원","〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓
방배동 매물 다량 보유한 한경부동산입니다.
문의주시면 모든 상담 친절하게 해드립니다^^
〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓


※ 매물 상세정보 ※ HSJ

▣ 전세 가격 : 2억 9천만원
 (現 세입자 24년입주로 매매승계 갭투자만 가능 &gt;&gt; 갭 1억6500)

▣ 매물 특징
- 방 2개, 화장실 1개 , 큰 베란다있음
- 무료주차1대 
- 사이즈 및 구조 잘빠짐
- 엘리베이터 없음
- 구옥 다가구 건물이나 관리잘되어있음

▣ 교통 및 인프라
- 내방역 도보 6분거리에 위치
- 버스정류장 도보 2-3분거리에 다수
- 쾌적하고 조용한 주택가위치
- 방배초, 이수/방배중 ,서문여중,서문여고,서울고 명문학군 배정
- 주변 편의시설 잘되어있어 생활 인프라 좋음

＃ 위 물건외에도 원하시는 조건 말씀해주시면 최대한 맞춰 찾아드리겠습니다.
＃ 진심을 다해 세심하고 꼼꼼하게 도와드리겠습니다.


▣ 부동산 오시는길 ▣ 
- 방배동 916-29번지 1층 한경부동산
- 방배역 3번출구 도보3분 (건물 주차가능)"
212032323,69,13,37.49074728,126.98442384,2502990333,3억,5만원,"◆ ◆매물 상세설명 ◆◆

▣ 교   통 :  7호선내방역 
▣ 층   수 :  2층
▣ 승강기 :  무  
▣ 주   차  : 불가
▣ 관리비 :  5만원
▣ 입   주 :  즉시 또는 협의
▣ 기   타 :  대출가능

- 내방역역세권으로 인프라 좋음
- 고속터미널, 강남성모병원, 신세계백화점 인근
- 방배동 개발호재 많음
- 정보사 부지 실리콘밸리로 인한 3만여명 일자리 창출
- 이수,내방역 서리풀터널 지구단위계획구역 지정
- 방배동 혁신 개발 매머드급 재건축 단지 호재
- 버스노선 다양하며 병원,은행,마트 등 편의시설 인프라 좋음
- 서리풀터널 개통으로 강남진입이 용이

◆ ◆담당자 직통 010-8998-6424◆ ◆
◆ ◆담당자 직통 010-8998-6424◆ ◆
◆ ◆담당자 직통 010-8998-6424◆ ◆

- 저희 매경부동산중개법인은 100% 실매물만
    올려드리고 있습니다(물건최다보유)
- 24시간 언제나 친절한 상담 해드립니다.
- 원하시는 물건 찾을 때까지 1:1 전담 서비스
- 고급빌라.고급주택.아파트 다세대건물. 상가주택  빌딩 전문중개
- 계약서/등기사항 꼼꼼히 설명 드립니다
- 본 물건 외 다양한 매물 준비 되어 있습니다

▶▶▶ 부동산 오시는길 ◀◀◀

- 방배동 NO.1 매경부동산중개법인
- 서울시 서초구 방배동 876-24(1층)
- 내방역 8번 출구에서 도보 1분(주차 가능)

- 엄선된 매물, 확실한 권리분석으로 신뢰감있는
  매경부동산의 모습을 보여드리겠습니다
  감사합니다  

◆ ◆담당자 직통 010-8998-6424◆ ◆
◆ ◆담당자 직통 010-8998-6424◆ ◆"
212032323,69,13,37.49074728,126.98442384,2502498798,"2억 9,000","7만 5,000원","■ 반포스테이3차 분리형원룸 전세입니다.


▶ 입지
- 지하철9호선 구반포역 도보 5분
- 이수교차로(올림픽대로,강변북로), 서리풀터널(강남진출입) 이용 편리
- 방배동 카페골목 슬세권
- 반포천, 반포종합운동장, 한강시민공원 등 쾌적한 환경
- 명품 학군(서래초, 세화여중고 등)
- 조용하고 안전한 주택가에 위치

▶ 특장점
- 신축급 세련된 내외관
- 1룸, 1거실(맞벽), 주방, 욕실의 실용적인 구조
- 냉장고, 세탁기, 건조기, 인덕션, 천정형시스템에어컨, 붙박이장 등 풀옵션
- 편리한 주차, CCTV, 엘리베이터, 철저한 보안




본 매물 이외에도 다양한 매물이 있으니 언제든 편하게 연락주세요~!"
212032323,69,13,37.49074728,126.98442384,2504535447,"1억 8,000",6만원,"방배힐부동산 02-585-5554

-내방역 도보5분거리 건물 내외관 깔끔한 전용면적7평이상

 베란다 분리형 원룸입니다.

-풀옵션이며 4월25일 입주 협의 가능합니다.

-모든 대출및 보증보험 가입가능한 다세대등기 원룸 

-보증금 조절 가능합니다.  1억8천 기준(예 1억3천에 25만)

-주차가능합니다.(월2만원)

정직과 신뢰로 내 집을 구하는 것 처럼 방배힐부동산"
